timestamp,red
0.02,0
0.039999999,0
0.059999999,0
0.079999998,0
0.099999994,0
0.11999999,0
0.139999986,0
0.159999982,0
0.179999977,0
0.199999973,0
0.219999969,0
0.239999965,0
0.259999961,0
0.279999971,0
0.299999982,0
0.319999993,0
0.340000004,0
0.360000014,0
0.380000025,0
0.400000036,0
0.420000046,0
0.440000057,0
0.460000068,0
0.480000079,0
0.50000006,0
0.520000041,0
0.540000021,0
0.560000002,0
0.579999983,0
0.599999964,0
0.619999945,0
0.639999926,0
0.659999907,0
0.679999888,0
0.699999869,0
0.71999985,0
0.739999831,0
0.759999812,0
0.779999793,0
0.799999774,0
0.819999754,0
0.839999735,0
0.859999716,0
0.879999697,0
0.899999678,0
0.919999659,0
0.93999964,0
0.959999621,0
0.979999602,0
0.999999583,0
1.019999623,0
1.039999604,0
1.059999585,0
1.079999566,0
1.099999547,0
1.119999528,0
1.139999509,0
1.15999949,0
1.179999471,0
1.199999452,0
1.219999433,0
1.239999413,0
1.259999394,0
1.279999375,0
1.299999356,0
1.319999337,0
1.339999318,0
1.359999299,0
1.37999928,0
1.399999261,0
1.419999242,0
1.439999223,0
1.459999204,0
1.479999185,0
1.499999166,0
1.519999146,0
1.539999127,0
1.559999108,0
1.579999089,0
1.59999907,0
1.619999051,0
1.639999032,0
1.659999013,0
1.679998994,0
1.699998975,0
1.719998956,0
1.739998937,0
1.759998918,0
1.779998899,0
1.799998879,0
1.81999886,0
1.839998841,0
1.859998822,0
1.879998803,0
1.899998784,0
1.919998765,0
1.939998746,0
1.959998727,0
1.979998708,0
1.999998689,0
2.019998789,0
2.03999877,0
2.059998751,0
2.079998732,0
2.099998713,0
2.119998693,0
2.139998674,0
2.159998655,0
2.179998636,0
2.199998617,0
2.219998598,0
2.239998579,0
2.25999856,0
2.279998541,0
2.299998522,0
2.319998503,0
2.339998484,0
2.359998465,0
2.379998446,0
2.399998426,0
2.419998407,0
2.439998388,0
2.459998369,0
2.47999835,0
2.499998331,0
2.519998312,0
2.539998293,0
2.559998274,0
2.579998255,0
2.599998236,0
2.619998217,0
2.639998198,0
2.659998178,0
2.679998159,0
2.69999814,0
2.719998121,0
2.739998102,0
2.759998083,0
2.779998064,0
2.799998045,0
2.819998026,0
2.839998007,0
2.859997988,0
2.879997969,0
2.89999795,0
2.919997931,0
2.939997911,0
2.959997892,0
2.979997873,0
2.999997854,0
3.019997835,0
3.039997816,0
3.059997797,0
3.079997778,0
3.099997759,0
3.11999774,0
3.139997721,0
3.159997702,0
3.179997683,0
3.199997663,0
3.219997644,0
3.239997625,0
3.259997606,0
3.279997587,0
3.299997568,0
3.319997549,0
3.33999753,0
3.359997511,0
3.379997492,0
3.399997473,0
3.419997454,0
3.439997435,0
3.459997416,0
3.479997396,0
3.499997377,0
3.519997358,0
3.539997339,0
3.55999732,0
3.579997301,0
3.599997282,0
3.619997263,0
3.639997244,0
3.659997225,0
3.679997206,0
3.699997187,0
3.719997168,0
3.739997149,0
3.759997129,0
3.77999711,0
3.799997091,0
3.819997072,0
3.839997053,0
3.859997034,0
3.879997015,0
3.899996996,0
3.919996977,0
3.939996958,0
3.959996939,0
3.97999692,0
3.999996901,0
4.01999712,0
4.039997101,0
4.059997082,0
4.079997063,0
4.099997044,0
4.119997025,0
4.139997005,0
4.159996986,0
4.179996967,0
4.199996948,0
4.219996929,0
4.23999691,0
4.259996891,0
4.279996872,0
4.299996853,0
4.319996834,0
4.339996815,0
4.359996796,0
4.379996777,0
4.399996758,0
4.419996738,0
4.439996719,0
4.4599967,0
4.479996681,0
4.499996662,0
4.519996643,0
4.539996624,0
4.559996605,0
4.579996586,0
4.599996567,0
4.619996548,0
4.639996529,0
4.65999651,0
4.67999649,0
4.699996471,0
4.719996452,0
4.739996433,0
4.759996414,0
4.779996395,0
4.799996376,0
4.819996357,0
4.839996338,0
4.859996319,0
4.8799963,0
4.899996281,0
4.919996262,0
4.939996243,0
4.959996223,0
4.979996204,0
4.999996185,0
5.019996166,0
5.039996147,0
5.059996128,0
5.079996109,0
5.09999609,0
5.119996071,0
5.139996052,0
5.159996033,0
5.179996014,0
5.199995995,0
5.219995975,0
5.239995956,0
5.259995937,0
5.279995918,0
5.299995899,0
5.31999588,0
5.339995861,0
5.359995842,0
5.379995823,0
5.399995804,0
5.419995785,0
5.439995766,0
5.459995747,0
5.479995728,0
5.499995708,0
5.519995689,0
5.53999567,0
5.559995651,0
5.579995632,0
5.599995613,0
5.619995594,0
5.639995575,0
5.659995556,0
5.679995537,0
5.699995518,0
5.719995499,0
5.73999548,0
5.759995461,0
5.779995441,0
5.799995422,0
5.819995403,0
5.839995384,0
5.859995365,0
5.879995346,0
5.899995327,0
5.919995308,0
5.939995289,0
5.95999527,0
5.979995251,0
5.999995232,0
6.019995213,0
6.039995193,0
6.059995174,0
6.079995155,0
6.099995136,0
6.119995117,0
6.139995098,0
6.159995079,0
6.17999506,0
6.199995041,0
6.219995022,0
6.239995003,0
6.259994984,0
6.279994965,0
6.299994946,0
6.319994926,0
6.339994907,0
6.359994888,0
6.379994869,0
6.39999485,0
6.419994831,0
6.439994812,0
6.459994793,0
6.479994774,0
6.499994755,0
6.519994736,0
6.539994717,0
6.559994698,0
6.579994678,0
6.599994659,0
6.61999464,0
6.639994621,0
6.659994602,0
6.679994583,0
6.699994564,0
6.719994545,0
6.739994526,0
6.759994507,0
6.779994488,0
6.799994469,0
6.81999445,0
6.839994431,0
6.859994411,0
6.879994392,0
6.899994373,0
6.919994354,0
6.939994335,0
6.959994316,0
6.979994297,0
